,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,Driver,TrackStatus,IsAccurate,RoundNumber,EventName,IsSlick,CompoundName,Position,IsValid,DeltaToRep,PctFromRep,DeltaToFastest,PctFromFastest,DeltaToLapRep,PctFromLapRep
14773,0 days 01:56:30.678000,18,57.542,79.0,2.0,,,False,MEDIUM,37.0,True,Racing Point,STR,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.9289999999999949,-1.589,2.137999999999998,3.859,-0.21999999999999886,-0.381
14774,0 days 01:57:28.113000,18,57.435,80.0,2.0,,,False,MEDIUM,38.0,True,Racing Point,STR,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-1.0359999999999943,-1.772,2.030999999999999,3.666,0.1460000000000008,0.255
14775,0 days 01:58:25.514000,18,57.401,81.0,2.0,,,False,MEDIUM,39.0,True,Racing Point,STR,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-1.0699999999999932,-1.83,1.9969999999999999,3.604,-0.1280000000000001,-0.222
14776,0 days 01:59:23.068000,18,57.554,82.0,2.0,,,False,MEDIUM,40.0,True,Racing Point,STR,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.9169999999999945,-1.568,2.1499999999999986,3.881,-0.0030000000000001137,-0.005
14777,0 days 02:00:20.588000,18,57.52,83.0,2.0,,,False,MEDIUM,41.0,True,Racing Point,STR,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.9509999999999934,-1.626,2.1159999999999997,3.819,-0.10499999999999687,-0.182
14778,0 days 02:01:18.221000,18,57.633,84.0,2.0,,,False,MEDIUM,42.0,True,Racing Point,STR,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.8379999999999939,-1.433,2.228999999999999,4.023,0.1010000000000062,0.176
14779,0 days 02:02:15.609000,18,57.388,85.0,2.0,,,True,MEDIUM,43.0,True,Racing Point,STR,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-1.0829999999999984,-1.852,1.9839999999999947,3.581,-0.125,-0.217
14780,0 days 02:03:13.013000,18,57.404,86.0,2.0,,,False,MEDIUM,44.0,True,Racing Point,STR,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-1.066999999999993,-1.825,2.0,3.61,-0.11699999999999733,-0.203
14781,0 days 02:04:10.803000,18,57.79,87.0,2.0,,,False,MEDIUM,45.0,True,Racing Point,STR,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.6809999999999974,-1.165,2.3859999999999957,4.307,-0.014000000000002899,-0.024
14782,0 days 00:33:57.989000,55,,1.0,1.0,0 days 00:00:03.563000,,False,SOFT,4.0,False,McLaren,SAI,24,False,16,Sakhir Grand Prix,True,C4,3.0,False,,,,,,
14783,0 days 00:35:33.552000,55,95.563,2.0,1.0,,,False,SOFT,5.0,False,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C4,3.0,False,37.092000000000006,63.437,40.159,72.484,1.7079999999999984,1.82
14784,0 days 00:37:03.180000,55,89.628,3.0,1.0,,,False,SOFT,6.0,False,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C4,3.0,False,31.157000000000004,53.286,34.224,61.772,-1.1389999999999958,-1.255
14785,0 days 00:38:35.233000,55,92.053,4.0,1.0,,,False,SOFT,7.0,False,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C4,3.0,False,33.582,57.434,36.648999999999994,66.149,1.9819999999999993,2.2
14786,0 days 00:40:05.394000,55,90.161,5.0,1.0,,,False,SOFT,8.0,False,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C4,3.0,False,31.690000000000005,54.198,34.757,62.734,-1.9429999999999978,-2.11
14787,0 days 00:41:32.896000,55,87.502,6.0,1.0,,,False,SOFT,9.0,False,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C4,3.0,False,29.031,49.65,32.09799999999999,57.934,11.028999999999996,14.422
14788,0 days 00:42:32.148000,55,59.252,7.0,1.0,,,False,SOFT,10.0,False,McLaren,SAI,1,False,16,Sakhir Grand Prix,True,C4,3.0,False,0.7810000000000059,1.336,3.847999999999999,6.945,-0.6539999999999964,-1.092
14789,0 days 00:43:30.972000,55,58.824,8.0,1.0,,,False,SOFT,11.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.35300000000000153,0.604,3.4199999999999946,6.173,-0.6460000000000008,-1.086
14790,0 days 00:44:29.761000,55,58.789,9.0,1.0,,,False,SOFT,12.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.31800000000000495,0.544,3.384999999999998,6.11,-0.30299999999999727,-0.513
14791,0 days 00:45:28.540000,55,58.779,10.0,1.0,,,False,SOFT,13.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.30800000000000693,0.527,3.375,6.092,-0.13799999999999812,-0.234
14792,0 days 00:46:27.177000,55,58.637,11.0,1.0,,,False,SOFT,14.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.16600000000000392,0.284,3.232999999999997,5.835,-0.578000000000003,-0.976
14793,0 days 00:47:25.918000,55,58.741,12.0,1.0,,,False,SOFT,15.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.2700000000000031,0.462,3.336999999999996,6.023,-0.26500000000000057,-0.449
14794,0 days 00:48:24.898000,55,58.98,13.0,1.0,,,False,SOFT,16.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.5090000000000003,0.871,3.5759999999999934,6.454,-0.059000000000004604,-0.1
14795,0 days 00:49:23.818000,55,58.92,14.0,1.0,,,False,SOFT,17.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.4490000000000052,0.768,3.5159999999999982,6.346,-0.18900000000000006,-0.32
14796,0 days 00:50:22.662000,55,58.844,15.0,1.0,,,False,SOFT,18.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.37300000000000466,0.638,3.4399999999999977,6.209,-0.18099999999999739,-0.307
14797,0 days 00:51:21.486000,55,58.824,16.0,1.0,,,False,SOFT,19.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.35300000000000153,0.604,3.4199999999999946,6.173,-0.26600000000000534,-0.45
14798,0 days 00:52:20.410000,55,58.924,17.0,1.0,,,False,SOFT,20.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.45300000000000296,0.775,3.519999999999996,6.353,0.017000000000003013,0.029
14799,0 days 00:53:19.072000,55,58.662,18.0,1.0,,,False,SOFT,21.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.1910000000000025,0.327,3.2579999999999956,5.88,-0.4660000000000011,-0.788
14800,0 days 00:54:17.845000,55,58.773,19.0,1.0,,,False,SOFT,22.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.3020000000000067,0.516,3.3689999999999998,6.081,-0.5329999999999941,-0.899
14801,0 days 00:55:16.614000,55,58.769,20.0,1.0,,,False,SOFT,23.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.2980000000000018,0.51,3.364999999999995,6.074,-0.09499999999999886,-0.161
14802,0 days 00:56:15.482000,55,58.868,21.0,1.0,,,False,SOFT,24.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.39700000000000557,0.679,3.4639999999999986,6.252,-0.394999999999996,-0.667
14803,0 days 00:57:14.271000,55,58.789,22.0,1.0,,,False,SOFT,25.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.31800000000000495,0.544,3.384999999999998,6.11,-0.20899999999999608,-0.354
14804,0 days 00:58:12.898000,55,58.627,23.0,1.0,,,False,SOFT,26.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.1560000000000059,0.267,3.222999999999999,5.817,-0.4139999999999944,-0.701
14805,0 days 00:59:11.637000,55,58.739,24.0,1.0,,,False,SOFT,27.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.2680000000000007,0.458,3.3349999999999937,6.019,-0.3640000000000043,-0.616
14806,0 days 01:00:10.208000,55,58.571,25.0,1.0,,,False,SOFT,28.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.10000000000000142,0.171,3.1669999999999945,5.716,-0.5190000000000055,-0.878
14807,0 days 01:01:09.007000,55,58.799,26.0,1.0,,,False,SOFT,29.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.32800000000000296,0.561,3.394999999999996,6.128,-0.2779999999999987,-0.471
14808,0 days 01:02:07.642000,55,58.635,27.0,1.0,,,False,SOFT,30.0,False,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C4,3.0,True,0.16400000000000148,0.28,3.2309999999999945,5.832,-0.4230000000000018,-0.716
14809,0 days 01:03:09.724000,55,62.082,28.0,1.0,,0 days 01:03:08.048000,False,SOFT,31.0,False,McLaren,SAI,1,False,16,Sakhir Grand Prix,True,C4,4.0,False,3.611000000000004,6.176,6.677999999999997,12.053,3.463000000000001,5.908
14810,0 days 01:04:28.247000,55,78.523,29.0,2.0,0 days 01:03:32.223000,,False,MEDIUM,1.0,True,McLaren,SAI,1,False,16,Sakhir Grand Prix,True,C3,9.0,False,20.052,34.294,23.118999999999993,41.728,19.851,33.834
14811,0 days 01:05:26.443000,55,58.196,30.0,2.0,,,False,MEDIUM,2.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,8.0,True,-0.2749999999999986,-0.47,2.7919999999999945,5.039,-0.38300000000000267,-0.654
14812,0 days 01:06:24.943000,55,58.5,31.0,2.0,,,False,MEDIUM,3.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,0.029000000000003467,0.05,3.0959999999999965,5.588,-0.04399999999999693,-0.075
14813,0 days 01:07:22.556000,55,57.613,32.0,2.0,,,False,MEDIUM,4.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-0.857999999999997,-1.467,2.208999999999996,3.987,-1.1400000000000006,-1.94
14814,0 days 01:08:20.713000,55,58.157,33.0,2.0,,,False,MEDIUM,5.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-0.31400000000000006,-0.537,2.752999999999993,4.969,-0.27200000000000557,-0.466
14815,0 days 01:09:18.888000,55,58.175,34.0,2.0,,,False,MEDIUM,6.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-0.2959999999999994,-0.506,2.7709999999999937,5.001,-0.5090000000000003,-0.867
14816,0 days 01:10:17.051000,55,58.163,35.0,2.0,,,False,MEDIUM,7.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-0.30799999999999983,-0.527,2.7589999999999932,4.98,-0.5050000000000026,-0.861
14817,0 days 01:11:15.293000,55,58.242,36.0,2.0,,,False,MEDIUM,8.0,True,McLaren,SAI,1,False,16,Sakhir Grand Prix,True,C3,7.0,False,-0.2289999999999992,-0.392,2.837999999999994,5.122,-0.34600000000000364,-0.591
14818,0 days 01:12:13.658000,55,58.365,37.0,2.0,,,False,MEDIUM,9.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-0.10599999999999454,-0.181,2.9609999999999985,5.344,-0.28300000000000125,-0.483
14819,0 days 01:13:11.950000,55,58.292,38.0,2.0,,,False,MEDIUM,10.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-0.17899999999999494,-0.306,2.887999999999998,5.213,-0.3230000000000004,-0.551
14820,0 days 01:14:09.863000,55,57.913,39.0,2.0,,,False,MEDIUM,11.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-0.5579999999999998,-0.954,2.5089999999999932,4.529,-0.6600000000000037,-1.127
14821,0 days 01:15:07.968000,55,58.105,40.0,2.0,,,False,MEDIUM,12.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-0.36599999999999966,-0.626,2.7009999999999934,4.875,-0.480000000000004,-0.819
14822,0 days 01:16:06.094000,55,58.126,41.0,2.0,,,False,MEDIUM,13.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-0.34499999999999886,-0.59,2.721999999999994,4.913,-0.5060000000000002,-0.863
14823,0 days 01:17:04.340000,55,58.246,42.0,2.0,,,False,MEDIUM,14.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,6.0,True,-0.22499999999999432,-0.385,2.8419999999999987,5.13,-0.24799999999999756,-0.424
14824,0 days 01:18:02.307000,55,57.967,43.0,2.0,,,False,MEDIUM,15.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,5.0,True,-0.5039999999999978,-0.862,2.5629999999999953,4.626,-0.45700000000000074,-0.782
14825,0 days 01:19:00.512000,55,58.205,44.0,2.0,,,False,MEDIUM,16.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,5.0,True,-0.26599999999999824,-0.455,2.800999999999995,5.056,-0.22500000000000142,-0.385
14826,0 days 01:19:58.543000,55,58.031,45.0,2.0,,,False,MEDIUM,17.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,5.0,True,-0.4399999999999977,-0.753,2.6269999999999953,4.742,-0.4100000000000037,-0.702
14827,0 days 01:20:56.732000,55,58.189,46.0,2.0,,,False,MEDIUM,18.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,5.0,True,-0.2819999999999965,-0.482,2.7849999999999966,5.027,-0.36699999999999733,-0.627
14828,0 days 01:21:55.127000,55,58.395,47.0,2.0,,,False,MEDIUM,19.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,4.0,True,-0.0759999999999934,-0.13,2.9909999999999997,5.399,-0.16899999999999693,-0.289
14829,0 days 01:22:53.390000,55,58.263,48.0,2.0,,,False,MEDIUM,20.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.2079999999999984,-0.356,2.8589999999999947,5.16,-0.37300000000000466,-0.636
14830,0 days 01:23:51.372000,55,57.982,49.0,2.0,,,False,MEDIUM,21.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.4889999999999972,-0.836,2.577999999999996,4.653,-0.5820000000000007,-0.994
14831,0 days 01:24:49.672000,55,58.3,50.0,2.0,,,False,MEDIUM,22.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.17099999999999937,-0.292,2.8959999999999937,5.227,-0.1810000000000045,-0.31
14832,0 days 01:25:47.773000,55,58.101,51.0,2.0,,,False,MEDIUM,23.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.36999999999999744,-0.633,2.6969999999999956,4.868,-0.31099999999999994,-0.532
14833,0 days 01:26:45.804000,55,58.031,52.0,2.0,,,False,MEDIUM,24.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.4399999999999977,-0.753,2.6269999999999953,4.742,-0.402000000000001,-0.688
14834,0 days 01:27:43.978000,55,58.174,53.0,2.0,,,False,MEDIUM,25.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,3.0,True,-0.29699999999999704,-0.508,2.769999999999996,5.0,-0.2359999999999971,-0.404
14835,0 days 01:28:42.436000,55,58.458,54.0,2.0,,,False,MEDIUM,26.0,True,McLaren,SAI,2,True,16,Sakhir Grand Prix,True,C3,3.0,False,-0.012999999999998124,-0.022,3.053999999999995,5.512,-7.280000000000001,-11.074
14836,0 days 01:29:56.107000,55,73.671,55.0,2.0,,0 days 01:29:54.544000,False,MEDIUM,27.0,True,McLaren,SAI,267,False,16,Sakhir Grand Prix,True,C3,3.0,False,15.20000000000001,25.996,18.267000000000003,32.971,2.2420000000000044,3.139
14837,0 days 01:31:14.544000,55,78.437,56.0,3.0,0 days 01:30:19.268000,,False,MEDIUM,1.0,True,McLaren,SAI,1,False,16,Sakhir Grand Prix,True,C3,7.0,False,19.966,34.147,23.032999999999994,41.573,20.821999999999996,36.14
14838,0 days 01:32:12.094000,55,57.55,57.0,3.0,,,False,MEDIUM,2.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-0.9209999999999994,-1.575,2.1459999999999937,3.873,0.14399999999999835,0.251
14839,0 days 01:33:09.374000,55,57.28,58.0,3.0,,,False,MEDIUM,3.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-1.1909999999999954,-2.037,1.8759999999999977,3.386,-0.07699999999999818,-0.134
14840,0 days 01:34:06.553000,55,57.179,59.0,3.0,,,False,MEDIUM,4.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,7.0,True,-1.2919999999999945,-2.21,1.7749999999999986,3.204,-0.3019999999999996,-0.525
14841,0 days 01:35:04.012000,55,57.459,60.0,3.0,,,False,MEDIUM,5.0,True,McLaren,SAI,2,True,16,Sakhir Grand Prix,True,C3,7.0,False,-1.0119999999999933,-1.731,2.0549999999999997,3.709,-0.2359999999999971,-0.409
14842,0 days 01:36:15.768000,55,71.756,61.0,3.0,,,False,MEDIUM,6.0,True,McLaren,SAI,26,False,16,Sakhir Grand Prix,True,C3,7.0,False,13.285000000000004,22.721,16.351999999999997,29.514,-1.3640000000000043,-1.865
14843,0 days 01:37:31.231000,55,75.463,62.0,3.0,,,False,MEDIUM,7.0,True,McLaren,SAI,64,False,16,Sakhir Grand Prix,True,C3,7.0,False,16.991999999999997,29.061,20.05899999999999,36.205,-1.1310000000000002,-1.477
14844,0 days 01:38:48.090000,55,76.859,63.0,3.0,,,False,MEDIUM,8.0,True,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C3,6.0,False,18.387999999999998,31.448,21.45499999999999,38.725,0.0,0.0
14845,0 days 01:40:09.041000,55,80.951,64.0,3.0,,,False,MEDIUM,9.0,True,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C3,6.0,False,22.479999999999997,38.446,25.54699999999999,46.11,-0.0040000000000048885,-0.005
14846,0 days 01:41:36.968000,55,87.927,65.0,3.0,,,False,MEDIUM,10.0,True,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C3,6.0,False,29.45600000000001,50.377,32.523,58.702,0.0,0.0
14847,0 days 01:43:11.174000,55,94.206,66.0,3.0,,,False,MEDIUM,11.0,True,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C3,6.0,False,35.73500000000001,61.116,38.802,70.035,1.0730000000000075,1.152
14848,0 days 01:44:38.690000,55,87.516,67.0,3.0,,,False,MEDIUM,12.0,True,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C3,6.0,False,29.04500000000001,49.674,32.112,57.96,1.100999999999999,1.274
14849,0 days 01:45:57.477000,55,78.787,68.0,3.0,,,False,MEDIUM,13.0,True,McLaren,SAI,4,False,16,Sakhir Grand Prix,True,C3,6.0,False,20.31600000000001,34.745,23.383000000000003,42.205,1.3740000000000094,1.775
14850,0 days 01:46:56.029000,55,58.552,69.0,3.0,,,False,MEDIUM,14.0,True,McLaren,SAI,1,False,16,Sakhir Grand Prix,True,C3,6.0,False,0.08100000000000307,0.139,3.147999999999996,5.682,0.2530000000000001,0.434
14851,0 days 01:47:54.027000,55,57.998,70.0,3.0,,,False,MEDIUM,15.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,6.0,True,-0.472999999999999,-0.809,2.593999999999994,4.682,-0.19900000000000517,-0.342
14852,0 days 01:48:51.605000,55,57.578,71.0,3.0,,,False,MEDIUM,16.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,6.0,True,-0.8929999999999936,-1.527,2.1739999999999995,3.924,-0.2219999999999942,-0.384
14853,0 days 01:49:49.086000,55,57.481,72.0,3.0,,,False,MEDIUM,17.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,6.0,True,-0.9899999999999949,-1.693,2.076999999999998,3.749,-0.3089999999999975,-0.535
14854,0 days 01:50:46.588000,55,57.502,73.0,3.0,,,False,MEDIUM,18.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,6.0,True,-0.9689999999999941,-1.657,2.097999999999999,3.787,-0.44200000000000017,-0.763
14855,0 days 01:51:44.304000,55,57.716,74.0,3.0,,,False,MEDIUM,19.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,6.0,True,-0.7549999999999955,-1.291,2.3119999999999976,4.173,0.0,0.0
14856,0 days 01:52:41.881000,55,57.577,75.0,3.0,,,False,MEDIUM,20.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,6.0,True,-0.8939999999999984,-1.529,2.1729999999999947,3.922,-0.03399999999999892,-0.059
14857,0 days 01:53:39.322000,55,57.441,76.0,3.0,,,False,MEDIUM,21.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,6.0,True,-1.029999999999994,-1.762,2.036999999999999,3.677,-0.02999999999999403,-0.052
14858,0 days 01:54:36.980000,55,57.658,77.0,3.0,,,False,MEDIUM,22.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,5.0,True,-0.8129999999999953,-1.39,2.253999999999998,4.068,0.0,0.0
14859,0 days 01:55:34.511000,55,57.531,78.0,3.0,,,False,MEDIUM,23.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,5.0,True,-0.9399999999999977,-1.608,2.1269999999999953,3.839,-0.2560000000000002,-0.443
14860,0 days 01:56:32.061000,55,57.55,79.0,3.0,,,False,MEDIUM,24.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,4.0,True,-0.9209999999999994,-1.575,2.1459999999999937,3.873,-0.2120000000000033,-0.367
14861,0 days 01:57:29.226000,55,57.165,80.0,3.0,,,True,MEDIUM,25.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,4.0,True,-1.3059999999999974,-2.234,1.7609999999999957,3.178,-0.12400000000000233,-0.216
14862,0 days 01:58:26.458000,55,57.232,81.0,3.0,,,False,MEDIUM,26.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,4.0,True,-1.2389999999999972,-2.119,1.8279999999999959,3.299,-0.29700000000000415,-0.516
14863,0 days 01:59:24.106000,55,57.648,82.0,3.0,,,False,MEDIUM,27.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,4.0,True,-0.8229999999999933,-1.408,2.2439999999999998,4.05,0.09100000000000108,0.158
14864,0 days 02:00:21.618000,55,57.512,83.0,3.0,,,False,MEDIUM,28.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,4.0,True,-0.9589999999999961,-1.64,2.107999999999997,3.805,-0.11299999999999955,-0.196
14865,0 days 02:01:19.094000,55,57.476,84.0,3.0,,,False,MEDIUM,29.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,4.0,True,-0.9949999999999974,-1.702,2.0719999999999956,3.74,-0.055999999999997385,-0.097
14866,0 days 02:02:16.489000,55,57.395,85.0,3.0,,,False,MEDIUM,30.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,4.0,True,-1.0759999999999934,-1.84,1.9909999999999997,3.594,-0.117999999999995,-0.205
14867,0 days 02:03:13.688000,55,57.199,86.0,3.0,,,False,MEDIUM,31.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,4.0,True,-1.2719999999999985,-2.175,1.7949999999999946,3.24,-0.32200000000000273,-0.56
14868,0 days 02:04:11.492000,55,57.804,87.0,3.0,,,False,MEDIUM,32.0,True,McLaren,SAI,1,True,16,Sakhir Grand Prix,True,C3,4.0,True,-0.6669999999999945,-1.141,2.3999999999999986,4.332,0.0,0.0
14869,0 days 00:34:01.852000,3,,1.0,1.0,0 days 00:00:03.563000,,False,SOFT,4.0,False,Renault,RIC,24,False,16,Sakhir Grand Prix,True,C4,4.0,False,,,,,,
14870,0 days 00:35:35.638000,3,93.786,2.0,1.0,,,False,SOFT,5.0,False,Renault,RIC,4,False,16,Sakhir Grand Prix,True,C4,4.0,False,35.315000000000005,60.397,38.382,69.277,-0.06900000000000261,-0.074
14871,0 days 00:37:06.081000,3,90.443,3.0,1.0,,,False,SOFT,6.0,False,Renault,RIC,4,False,16,Sakhir Grand Prix,True,C4,4.0,False,31.972,54.68,35.038999999999994,63.243,-0.32399999999999807,-0.357
14872,0 days 00:38:36.314000,3,90.233,4.0,1.0,,,False,SOFT,7.0,False,Renault,RIC,4,False,16,Sakhir Grand Prix,True,C4,4.0,False,31.762000000000008,54.321,34.829,62.864,0.16200000000000614,0.18
14873,0 days 00:40:07.847000,3,91.533,5.0,1.0,,,False,SOFT,8.0,False,Renault,RIC,4,False,16,Sakhir Grand Prix,True,C4,4.0,False,33.062000000000005,56.544,36.129,65.21,-0.570999999999998,-0.62
14874,0 days 00:41:33.502000,3,85.655,6.0,1.0,,,False,SOFT,9.0,False,Renault,RIC,4,False,16,Sakhir Grand Prix,True,C4,4.0,False,27.184000000000005,46.491,30.250999999999998,54.601,9.182000000000002,12.007
14875,0 days 00:42:32.931000,3,59.429,7.0,1.0,,,False,SOFT,10.0,False,Renault,RIC,1,False,16,Sakhir Grand Prix,True,C4,4.0,False,0.9580000000000055,1.638,4.024999999999999,7.265,-0.47699999999999676,-0.796
14876,0 days 00:43:31.991000,3,59.06,8.0,1.0,,,False,SOFT,11.0,False,Renault,RIC,1,True,16,Sakhir Grand Prix,True,C4,4.0,True,0.5890000000000057,1.007,3.655999999999999,6.599,-0.4099999999999966,-0.689
14877,0 days 00:44:30.707000,3,58.716,9.0,1.0,,,False,SOFT,12.0,False,Renault,RIC,1,True,16,Sakhir Grand Prix,True,C4,4.0,True,0.24500000000000455,0.419,3.3119999999999976,5.978,-0.37599999999999767,-0.636
14878,0 days 00:45:29.563000,3,58.856,10.0,1.0,,,False,SOFT,13.0,False,Renault,RIC,1,True,16,Sakhir Grand Prix,True,C4,4.0,True,0.3850000000000051,0.658,3.451999999999998,6.231,-0.06099999999999994,-0.104
14879,0 days 00:46:28.109000,3,58.546,11.0,1.0,,,False,SOFT,14.0,False,Renault,RIC,1,True,16,Sakhir Grand Prix,True,C4,4.0,True,0.07500000000000284,0.128,3.141999999999996,5.671,-0.669000000000004,-1.13
14880,0 days 00:47:26.883000,3,58.774,12.0,1.0,,,False,SOFT,15.0,False,Renault,RIC,1,True,16,Sakhir Grand Prix,True,C4,4.0,True,0.3030000000000044,0.518,3.3699999999999974,6.083,-0.23199999999999932,-0.393
14881,0 days 00:48:25.953000,3,59.07,13.0,1.0,,,False,SOFT,16.0,False,Renault,RIC,1,True,16,Sakhir Grand Prix,True,C4,4.0,True,0.5990000000000038,1.024,3.665999999999997,6.617,0.030999999999998806,0.053
14882,0 days 00:49:24.844000,3,58.891,14.0,1.0,,,False,SOFT,17.0,False,Renault,RIC,1,True,16,Sakhir Grand Prix,True,C4,4.0,True,0.4200000000000017,0.718,3.4869999999999948,6.294,-0.21800000000000352,-0.369
14883,0 days 00:50:23.880000,3,59.036,15.0,1.0,,,False,SOFT,18.0,False,Renault,RIC,1,True,16,Sakhir Grand Prix,True,C4,4.0,True,0.5650000000000048,0.966,3.631999999999998,6.555,0.011000000000002785,0.019
