Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,RoundNumber,EventName
0 days 01:40:20.886000,31,0 days 00:01:39.028000,22,,,0 days 00:00:31.568000,0 days 00:00:43.193000,0 days 00:00:24.267000,0 days 01:39:13.426000,0 days 01:39:56.619000,0 days 01:40:20.886000,,251.0,279.0,295.0,False,HARD,10.0,False,3,0 days 01:38:41.858000,Alpine,OCO,1,True,2023-03-05 15:39:43.707,1,Bahrain Grand Prix
0 days 01:42:00.938000,31,0 days 00:01:40.052000,23,,,0 days 00:00:32.119000,0 days 00:00:43.443000,0 days 00:00:24.490000,0 days 01:40:53.005000,0 days 01:41:36.448000,0 days 01:42:00.938000,226.0,252.0,280.0,304.0,False,HARD,11.0,False,3,0 days 01:40:20.886000,Alpine,OCO,1,True,2023-03-05 15:41:22.735,1,Bahrain Grand Prix
0 days 01:43:40.320000,31,0 days 00:01:39.382000,24,,,0 days 00:00:31.661000,0 days 00:00:43.286000,0 days 00:00:24.435000,0 days 01:42:32.599000,0 days 01:43:15.885000,0 days 01:43:40.320000,225.0,252.0,280.0,298.0,False,HARD,12.0,False,3,0 days 01:42:00.938000,Alpine,OCO,1,True,2023-03-05 15:43:02.787,1,Bahrain Grand Prix
0 days 01:45:19.755000,31,0 days 00:01:39.435000,25,,,0 days 00:00:31.667000,0 days 00:00:43.405000,0 days 00:00:24.363000,0 days 01:44:11.987000,0 days 01:44:55.392000,0 days 01:45:19.755000,224.0,250.0,281.0,297.0,False,HARD,13.0,False,3,0 days 01:43:40.320000,Alpine,OCO,1,True,2023-03-05 15:44:42.169,1,Bahrain Grand Prix
0 days 01:46:59.276000,31,0 days 00:01:39.521000,26,,,0 days 00:00:31.669000,0 days 00:00:43.437000,0 days 00:00:24.415000,0 days 01:45:51.424000,0 days 01:46:34.861000,0 days 01:46:59.276000,225.0,250.0,280.0,295.0,False,HARD,14.0,False,3,0 days 01:45:19.755000,Alpine,OCO,1,True,2023-03-05 15:46:21.604,1,Bahrain Grand Prix
0 days 01:48:38.870000,31,0 days 00:01:39.594000,27,,,0 days 00:00:31.711000,0 days 00:00:43.443000,0 days 00:00:24.440000,0 days 01:47:30.987000,0 days 01:48:14.430000,0 days 01:48:38.870000,224.0,249.0,279.0,298.0,False,HARD,15.0,False,3,0 days 01:46:59.276000,Alpine,OCO,1,True,2023-03-05 15:48:01.125,1,Bahrain Grand Prix
0 days 01:50:18.896000,31,0 days 00:01:40.026000,28,,,0 days 00:00:31.826000,0 days 00:00:43.747000,0 days 00:00:24.453000,0 days 01:49:10.696000,0 days 01:49:54.443000,0 days 01:50:18.896000,226.0,249.0,281.0,297.0,False,HARD,16.0,False,3,0 days 01:48:38.870000,Alpine,OCO,1,True,2023-03-05 15:49:40.719,1,Bahrain Grand Prix
0 days 01:52:00.077000,31,0 days 00:01:41.181000,29,,,0 days 00:00:31.685000,0 days 00:00:44.908000,0 days 00:00:24.588000,0 days 01:50:50.581000,0 days 01:51:35.489000,0 days 01:52:00.077000,,252.0,281.0,293.0,False,HARD,17.0,False,3,0 days 01:50:18.896000,Alpine,OCO,1,True,2023-03-05 15:51:20.745,1,Bahrain Grand Prix
0 days 01:53:39.834000,31,0 days 00:01:39.757000,30,,,0 days 00:00:31.696000,0 days 00:00:43.535000,0 days 00:00:24.526000,0 days 01:52:31.773000,0 days 01:53:15.308000,0 days 01:53:39.834000,225.0,253.0,280.0,296.0,False,HARD,18.0,False,3,0 days 01:52:00.077000,Alpine,OCO,1,True,2023-03-05 15:53:01.926,1,Bahrain Grand Prix
0 days 01:55:19.582000,31,0 days 00:01:39.748000,31,,,0 days 00:00:31.748000,0 days 00:00:43.573000,0 days 00:00:24.427000,0 days 01:54:11.582000,0 days 01:54:55.155000,0 days 01:55:19.582000,,247.0,280.0,,False,HARD,19.0,False,3,0 days 01:53:39.834000,Alpine,OCO,1,True,2023-03-05 15:54:41.683,1,Bahrain Grand Prix
0 days 01:57:03.878000,31,0 days 00:01:44.296000,32,,0 days 01:57:02.140000,0 days 00:00:31.727000,0 days 00:00:43.947000,0 days 00:00:28.622000,0 days 01:55:51.309000,0 days 01:56:35.256000,0 days 01:57:03.878000,226.0,245.0,,292.0,False,HARD,20.0,False,3,0 days 01:55:19.582000,Alpine,OCO,1,False,2023-03-05 15:56:21.431,1,Bahrain Grand Prix
0 days 01:59:22.572000,31,0 days 00:02:18.694000,33,0 days 01:57:46.639000,,0 days 00:01:12.748000,0 days 00:00:42.304000,0 days 00:00:23.642000,0 days 01:58:16.626000,0 days 01:58:58.930000,0 days 01:59:22.572000,227.0,255.0,281.0,215.0,False,HARD,1.0,True,4,0 days 01:57:03.878000,Alpine,OCO,1,False,2023-03-05 15:58:05.727,1,Bahrain Grand Prix
0 days 02:00:59.369000,31,0 days 00:01:36.797000,34,,,0 days 00:00:30.920000,0 days 00:00:42.107000,0 days 00:00:23.770000,0 days 01:59:53.492000,0 days 02:00:35.599000,0 days 02:00:59.369000,,255.0,281.0,296.0,True,HARD,2.0,True,4,0 days 01:59:22.572000,Alpine,OCO,1,True,2023-03-05 16:00:24.421,1,Bahrain Grand Prix
0 days 02:02:36.333000,31,0 days 00:01:36.964000,35,,,0 days 00:00:31.041000,0 days 00:00:42.199000,0 days 00:00:23.724000,0 days 02:01:30.410000,0 days 02:02:12.609000,0 days 02:02:36.333000,228.0,255.0,281.0,297.0,False,HARD,3.0,True,4,0 days 02:00:59.369000,Alpine,OCO,1,True,2023-03-05 16:02:01.218,1,Bahrain Grand Prix
0 days 02:04:13.697000,31,0 days 00:01:37.364000,36,,,0 days 00:00:31.036000,0 days 00:00:42.488000,0 days 00:00:23.840000,0 days 02:03:07.369000,0 days 02:03:49.857000,0 days 02:04:13.697000,,250.0,281.0,299.0,False,HARD,4.0,True,4,0 days 02:02:36.333000,Alpine,OCO,1,True,2023-03-05 16:03:38.182,1,Bahrain Grand Prix
0 days 02:05:51.035000,31,0 days 00:01:37.338000,37,,,0 days 00:00:31.098000,0 days 00:00:42.381000,0 days 00:00:23.859000,0 days 02:04:44.795000,0 days 02:05:27.176000,0 days 02:05:51.035000,229.0,250.0,281.0,291.0,False,HARD,5.0,True,4,0 days 02:04:13.697000,Alpine,OCO,1,True,2023-03-05 16:05:15.546,1,Bahrain Grand Prix
0 days 02:07:28.251000,31,0 days 00:01:37.216000,38,,,0 days 00:00:31.045000,0 days 00:00:42.382000,0 days 00:00:23.789000,0 days 02:06:22.080000,0 days 02:07:04.462000,0 days 02:07:28.251000,228.0,251.0,281.0,297.0,False,HARD,6.0,True,4,0 days 02:05:51.035000,Alpine,OCO,1,True,2023-03-05 16:06:52.884,1,Bahrain Grand Prix
0 days 02:09:05.774000,31,0 days 00:01:37.523000,39,,,0 days 00:00:31.243000,0 days 00:00:42.389000,0 days 00:00:23.891000,0 days 02:07:59.494000,0 days 02:08:41.883000,0 days 02:09:05.774000,,252.0,280.0,294.0,False,HARD,7.0,True,4,0 days 02:07:28.251000,Alpine,OCO,2,True,2023-03-05 16:08:30.100,1,Bahrain Grand Prix
0 days 02:11:13.797000,31,0 days 00:02:08.023000,40,,,0 days 00:00:40.890000,0 days 00:00:57.691000,0 days 00:00:29.442000,0 days 02:09:46.664000,0 days 02:10:44.355000,0 days 02:11:13.797000,190.0,156.0,273.0,290.0,False,HARD,8.0,True,4,0 days 02:09:05.774000,Alpine,OCO,267,False,2023-03-05 16:10:07.623,1,Bahrain Grand Prix
0 days 02:12:56.481000,31,0 days 00:01:42.684000,41,,0 days 02:12:54.779000,0 days 00:00:31.234000,0 days 00:00:42.177000,0 days 00:00:29.273000,0 days 02:11:45.031000,0 days 02:12:27.208000,0 days 02:12:56.481000,228.0,255.0,,293.0,False,HARD,9.0,True,4,0 days 02:11:13.797000,Alpine,OCO,1,False,2023-03-05 16:12:15.646,1,Bahrain Grand Prix
0 days 01:04:17.162000,16,,1,0 days 00:25:33.708000,,,0 days 00:00:42.549000,0 days 00:00:24.122000,,0 days 01:03:53.104000,0 days 01:04:17.260000,226.0,250.0,281.0,255.0,False,SOFT,1.0,True,1,0 days 01:02:36.652000,Ferrari,LEC,2,False,2023-03-05 15:03:38.501,1,Bahrain Grand Prix
0 days 01:05:55.912000,16,0 days 00:01:38.750000,2,,,0 days 00:00:31.407000,0 days 00:00:43.127000,0 days 00:00:24.216000,0 days 01:04:48.569000,0 days 01:05:31.696000,0 days 01:05:55.912000,,243.0,281.0,294.0,False,SOFT,2.0,True,1,0 days 01:04:17.162000,Ferrari,LEC,2,True,2023-03-05 15:05:19.011,1,Bahrain Grand Prix
0 days 01:07:34.570000,16,0 days 00:01:38.658000,3,,,0 days 00:00:31.238000,0 days 00:00:43.103000,0 days 00:00:24.317000,0 days 01:06:27.150000,0 days 01:07:10.253000,0 days 01:07:34.570000,,244.0,280.0,303.0,False,SOFT,3.0,True,1,0 days 01:05:55.912000,Ferrari,LEC,1,True,2023-03-05 15:06:57.761,1,Bahrain Grand Prix
0 days 01:09:13.395000,16,0 days 00:01:38.825000,4,,,0 days 00:00:31.402000,0 days 00:00:43.150000,0 days 00:00:24.273000,0 days 01:08:05.972000,0 days 01:08:49.122000,0 days 01:09:13.395000,,246.0,280.0,305.0,False,SOFT,4.0,True,1,0 days 01:07:34.570000,Ferrari,LEC,1,True,2023-03-05 15:08:36.419,1,Bahrain Grand Prix
0 days 01:10:52.059000,16,0 days 00:01:38.664000,5,,,0 days 00:00:31.543000,0 days 00:00:42.943000,0 days 00:00:24.178000,0 days 01:09:44.938000,0 days 01:10:27.881000,0 days 01:10:52.059000,,255.0,281.0,307.0,False,SOFT,5.0,True,1,0 days 01:09:13.395000,Ferrari,LEC,1,True,2023-03-05 15:10:15.244,1,Bahrain Grand Prix
0 days 01:12:30.631000,16,0 days 00:01:38.572000,6,,,0 days 00:00:31.444000,0 days 00:00:43.037000,0 days 00:00:24.091000,0 days 01:11:23.503000,0 days 01:12:06.540000,0 days 01:12:30.631000,,242.0,280.0,302.0,False,SOFT,6.0,True,1,0 days 01:10:52.059000,Ferrari,LEC,1,True,2023-03-05 15:11:53.908,1,Bahrain Grand Prix
0 days 01:14:09.322000,16,0 days 00:01:38.691000,7,,,0 days 00:00:31.441000,0 days 00:00:43.080000,0 days 00:00:24.170000,0 days 01:13:02.072000,0 days 01:13:45.152000,0 days 01:14:09.322000,227.0,242.0,281.0,304.0,False,SOFT,7.0,True,1,0 days 01:12:30.631000,Ferrari,LEC,1,True,2023-03-05 15:13:32.480,1,Bahrain Grand Prix
0 days 01:15:47.936000,16,0 days 00:01:38.614000,8,,,0 days 00:00:31.438000,0 days 00:00:42.977000,0 days 00:00:24.199000,0 days 01:14:40.760000,0 days 01:15:23.737000,0 days 01:15:47.936000,,242.0,281.0,302.0,False,SOFT,8.0,True,1,0 days 01:14:09.322000,Ferrari,LEC,1,True,2023-03-05 15:15:11.171,1,Bahrain Grand Prix
0 days 01:17:26.764000,16,0 days 00:01:38.828000,9,,,0 days 00:00:31.503000,0 days 00:00:43.090000,0 days 00:00:24.235000,0 days 01:16:19.439000,0 days 01:17:02.529000,0 days 01:17:26.764000,226.0,241.0,281.0,304.0,False,SOFT,9.0,True,1,0 days 01:15:47.936000,Ferrari,LEC,1,True,2023-03-05 15:16:49.785,1,Bahrain Grand Prix
0 days 01:19:05.837000,16,0 days 00:01:39.073000,10,,,0 days 00:00:31.510000,0 days 00:00:43.274000,0 days 00:00:24.289000,0 days 01:17:58.274000,0 days 01:18:41.548000,0 days 01:19:05.837000,225.0,242.0,281.0,305.0,False,SOFT,10.0,True,1,0 days 01:17:26.764000,Ferrari,LEC,1,True,2023-03-05 15:18:28.613,1,Bahrain Grand Prix
0 days 01:20:45.049000,16,0 days 00:01:39.212000,11,,,0 days 00:00:31.556000,0 days 00:00:43.280000,0 days 00:00:24.376000,0 days 01:19:37.393000,0 days 01:20:20.673000,0 days 01:20:45.049000,226.0,242.0,280.0,,False,SOFT,11.0,True,1,0 days 01:19:05.837000,Ferrari,LEC,1,True,2023-03-05 15:20:07.686,1,Bahrain Grand Prix
0 days 01:22:24.538000,16,0 days 00:01:39.489000,12,,,0 days 00:00:31.597000,0 days 00:00:43.406000,0 days 00:00:24.486000,0 days 01:21:16.646000,0 days 01:22:00.052000,0 days 01:22:24.538000,229.0,254.0,280.0,,False,SOFT,12.0,True,1,0 days 01:20:45.049000,Ferrari,LEC,1,True,2023-03-05 15:21:46.898,1,Bahrain Grand Prix
0 days 01:24:06.606000,16,0 days 00:01:42.068000,13,,0 days 01:24:04.832000,0 days 00:00:31.703000,0 days 00:00:43.481000,0 days 00:00:26.884000,0 days 01:22:56.241000,0 days 01:23:39.722000,0 days 01:24:06.606000,230.0,253.0,,303.0,False,SOFT,13.0,True,1,0 days 01:22:24.538000,Ferrari,LEC,1,False,2023-03-05 15:23:26.387,1,Bahrain Grand Prix
0 days 01:26:05.376000,16,0 days 00:01:58.770000,14,0 days 01:24:29.253000,,0 days 00:00:52.070000,0 days 00:00:42.739000,0 days 00:00:23.961000,0 days 01:24:58.676000,0 days 01:25:41.415000,0 days 01:26:05.376000,230.0,243.0,282.0,219.0,False,HARD,1.0,True,2,0 days 01:24:06.606000,Ferrari,LEC,1,False,2023-03-05 15:25:08.455,1,Bahrain Grand Prix
0 days 01:27:43.853000,16,0 days 00:01:38.477000,15,,,0 days 00:00:31.261000,0 days 00:00:43.184000,0 days 00:00:24.032000,0 days 01:26:36.637000,0 days 01:27:19.821000,0 days 01:27:43.853000,228.0,242.0,285.0,301.0,False,HARD,2.0,True,2,0 days 01:26:05.376000,Ferrari,LEC,1,True,2023-03-05 15:27:07.225,1,Bahrain Grand Prix
0 days 01:29:21.806000,16,0 days 00:01:37.953000,16,,,0 days 00:00:30.859000,0 days 00:00:42.965000,0 days 00:00:24.129000,0 days 01:28:14.712000,0 days 01:28:57.677000,0 days 01:29:21.806000,229.0,243.0,280.0,324.0,False,HARD,3.0,True,2,0 days 01:27:43.853000,Ferrari,LEC,1,True,2023-03-05 15:28:45.702,1,Bahrain Grand Prix
0 days 01:30:59.837000,16,0 days 00:01:38.031000,17,,,0 days 00:00:31.312000,0 days 00:00:42.722000,0 days 00:00:23.997000,0 days 01:29:53.118000,0 days 01:30:35.840000,0 days 01:30:59.837000,227.0,248.0,281.0,303.0,False,HARD,4.0,True,2,0 days 01:29:21.806000,Ferrari,LEC,1,True,2023-03-05 15:30:23.655,1,Bahrain Grand Prix
0 days 01:32:37.635000,16,0 days 00:01:37.798000,18,,,0 days 00:00:31.207000,0 days 00:00:42.696000,0 days 00:00:23.895000,0 days 01:31:31.044000,0 days 01:32:13.740000,0 days 01:32:37.635000,,244.0,281.0,300.0,False,HARD,5.0,True,2,0 days 01:30:59.837000,Ferrari,LEC,1,True,2023-03-05 15:32:01.686,1,Bahrain Grand Prix
0 days 01:34:15.493000,16,0 days 00:01:37.858000,19,,,0 days 00:00:31.149000,0 days 00:00:42.743000,0 days 00:00:23.966000,0 days 01:33:08.784000,0 days 01:33:51.527000,0 days 01:34:15.493000,228.0,248.0,281.0,303.0,False,HARD,6.0,True,2,0 days 01:32:37.635000,Ferrari,LEC,1,True,2023-03-05 15:33:39.484,1,Bahrain Grand Prix
0 days 01:35:53.124000,16,0 days 00:01:37.631000,20,,,0 days 00:00:31.166000,0 days 00:00:42.561000,0 days 00:00:23.904000,0 days 01:34:46.659000,0 days 01:35:29.220000,0 days 01:35:53.124000,,244.0,281.0,,False,HARD,7.0,True,2,0 days 01:34:15.493000,Ferrari,LEC,1,True,2023-03-05 15:35:17.342,1,Bahrain Grand Prix
0 days 01:37:30.877000,16,0 days 00:01:37.753000,21,,,0 days 00:00:31.114000,0 days 00:00:42.726000,0 days 00:00:23.913000,0 days 01:36:24.238000,0 days 01:37:06.964000,0 days 01:37:30.877000,,244.0,281.0,305.0,False,HARD,8.0,True,2,0 days 01:35:53.124000,Ferrari,LEC,1,True,2023-03-05 15:36:54.973,1,Bahrain Grand Prix
0 days 01:39:09.039000,16,0 days 00:01:38.162000,22,,,0 days 00:00:31.499000,0 days 00:00:42.618000,0 days 00:00:24.045000,0 days 01:38:02.376000,0 days 01:38:44.994000,0 days 01:39:09.039000,227.0,243.0,281.0,,False,HARD,9.0,True,2,0 days 01:37:30.877000,Ferrari,LEC,1,True,2023-03-05 15:38:32.726,1,Bahrain Grand Prix
0 days 01:40:47.093000,16,0 days 00:01:38.054000,23,,,0 days 00:00:31.209000,0 days 00:00:42.950000,0 days 00:00:23.895000,0 days 01:39:40.248000,0 days 01:40:23.198000,0 days 01:40:47.093000,228.0,243.0,283.0,306.0,False,HARD,10.0,True,2,0 days 01:39:09.039000,Ferrari,LEC,1,True,2023-03-05 15:40:10.888,1,Bahrain Grand Prix
0 days 01:42:25.065000,16,0 days 00:01:37.972000,24,,,0 days 00:00:31.197000,0 days 00:00:42.742000,0 days 00:00:24.033000,0 days 01:41:18.290000,0 days 01:42:01.032000,0 days 01:42:25.065000,229.0,249.0,281.0,304.0,False,HARD,11.0,True,2,0 days 01:40:47.093000,Ferrari,LEC,1,True,2023-03-05 15:41:48.942,1,Bahrain Grand Prix
0 days 01:44:03.606000,16,0 days 00:01:38.541000,25,,,0 days 00:00:31.344000,0 days 00:00:43.046000,0 days 00:00:24.151000,0 days 01:42:56.409000,0 days 01:43:39.455000,0 days 01:44:03.606000,228.0,243.0,282.0,306.0,False,HARD,12.0,True,2,0 days 01:42:25.065000,Ferrari,LEC,1,True,2023-03-05 15:43:26.914,1,Bahrain Grand Prix
0 days 01:45:43.274000,16,0 days 00:01:39.668000,26,,,0 days 00:00:32.247000,0 days 00:00:43.143000,0 days 00:00:24.278000,0 days 01:44:35.853000,0 days 01:45:18.996000,0 days 01:45:43.274000,,245.0,283.0,301.0,False,HARD,13.0,True,2,0 days 01:44:03.606000,Ferrari,LEC,1,True,2023-03-05 15:45:05.455,1,Bahrain Grand Prix
0 days 01:47:22.088000,16,0 days 00:01:38.814000,27,,,0 days 00:00:31.412000,0 days 00:00:43.168000,0 days 00:00:24.234000,0 days 01:46:14.686000,0 days 01:46:57.854000,0 days 01:47:22.088000,227.0,243.0,282.0,303.0,False,HARD,14.0,True,2,0 days 01:45:43.274000,Ferrari,LEC,1,True,2023-03-05 15:46:45.123,1,Bahrain Grand Prix
0 days 01:49:00.706000,16,0 days 00:01:38.618000,28,,,0 days 00:00:31.382000,0 days 00:00:43.081000,0 days 00:00:24.155000,0 days 01:47:53.470000,0 days 01:48:36.551000,0 days 01:49:00.706000,228.0,244.0,282.0,305.0,False,HARD,15.0,True,2,0 days 01:47:22.088000,Ferrari,LEC,1,True,2023-03-05 15:48:23.937,1,Bahrain Grand Prix
0 days 01:50:39.153000,16,0 days 00:01:38.447000,29,,,0 days 00:00:31.394000,0 days 00:00:42.964000,0 days 00:00:24.089000,0 days 01:49:32.100000,0 days 01:50:15.064000,0 days 01:50:39.153000,229.0,244.0,282.0,308.0,False,HARD,16.0,True,2,0 days 01:49:00.706000,Ferrari,LEC,1,True,2023-03-05 15:50:02.555,1,Bahrain Grand Prix
0 days 01:52:17.543000,16,0 days 00:01:38.390000,30,,,0 days 00:00:31.339000,0 days 00:00:42.887000,0 days 00:00:24.164000,0 days 01:51:10.492000,0 days 01:51:53.379000,0 days 01:52:17.543000,228.0,244.0,282.0,305.0,False,HARD,17.0,True,2,0 days 01:50:39.153000,Ferrari,LEC,1,True,2023-03-05 15:51:41.002,1,Bahrain Grand Prix
0 days 01:53:56.289000,16,0 days 00:01:38.746000,31,,,0 days 00:00:31.444000,0 days 00:00:43.121000,0 days 00:00:24.181000,0 days 01:52:48.987000,0 days 01:53:32.108000,0 days 01:53:56.289000,,243.0,282.0,,False,HARD,18.0,True,2,0 days 01:52:17.543000,Ferrari,LEC,1,True,2023-03-05 15:53:19.392,1,Bahrain Grand Prix
0 days 01:55:35.237000,16,0 days 00:01:38.948000,32,,,0 days 00:00:31.506000,0 days 00:00:43.272000,0 days 00:00:24.170000,0 days 01:54:27.795000,0 days 01:55:11.067000,0 days 01:55:35.237000,227.0,243.0,281.0,,False,HARD,19.0,True,2,0 days 01:53:56.289000,Ferrari,LEC,1,True,2023-03-05 15:54:58.138,1,Bahrain Grand Prix
0 days 01:57:16.560000,16,0 days 00:01:41.323000,33,,0 days 01:57:14.968000,0 days 00:00:31.464000,0 days 00:00:43.248000,0 days 00:00:26.611000,0 days 01:56:06.701000,0 days 01:56:49.949000,0 days 01:57:16.560000,229.0,243.0,,306.0,False,HARD,20.0,True,2,0 days 01:55:35.237000,Ferrari,LEC,1,False,2023-03-05 15:56:37.086,1,Bahrain Grand Prix
0 days 01:59:16.037000,16,0 days 00:01:59.477000,34,0 days 01:57:39.468000,,0 days 00:00:52.321000,0 days 00:00:43.143000,0 days 00:00:24.013000,0 days 01:58:08.881000,0 days 01:58:52.024000,0 days 01:59:16.037000,228.0,234.0,281.0,222.0,False,HARD,1.0,True,3,0 days 01:57:16.560000,Ferrari,LEC,1,False,2023-03-05 15:58:18.409,1,Bahrain Grand Prix
0 days 02:00:54.110000,16,0 days 00:01:38.073000,35,,,0 days 00:00:31.528000,0 days 00:00:42.729000,0 days 00:00:23.816000,0 days 01:59:47.565000,0 days 02:00:30.294000,0 days 02:00:54.110000,226.0,244.0,281.0,298.0,False,HARD,2.0,True,3,0 days 01:59:16.037000,Ferrari,LEC,1,True,2023-03-05 16:00:17.886,1,Bahrain Grand Prix
0 days 02:02:31.423000,16,0 days 00:01:37.313000,36,,,0 days 00:00:31.070000,0 days 00:00:42.615000,0 days 00:00:23.628000,0 days 02:01:25.180000,0 days 02:02:07.795000,0 days 02:02:31.423000,229.0,249.0,282.0,303.0,False,HARD,3.0,True,3,0 days 02:00:54.110000,Ferrari,LEC,1,True,2023-03-05 16:01:55.959,1,Bahrain Grand Prix
0 days 02:04:08.629000,16,0 days 00:01:37.170000,37,,,,0 days 00:00:42.385000,0 days 00:00:23.715000,,0 days 02:03:44.914000,0 days 02:04:08.710000,,251.0,282.0,305.0,True,HARD,4.0,True,3,0 days 02:02:31.423000,Ferrari,LEC,1,False,2023-03-05 16:03:33.272,1,Bahrain Grand Prix
0 days 02:05:45.806000,16,,38,,,0 days 00:00:31.091000,0 days 00:00:42.444000,0 days 00:00:23.635000,0 days 02:04:39.881000,0 days 02:05:22.193000,0 days 02:05:45.880000,230.0,244.0,282.0,300.0,False,HARD,5.0,True,3,0 days 02:04:08.629000,Ferrari,LEC,1,False,2023-03-05 16:05:10.478,1,Bahrain Grand Prix
0 days 02:07:23.093000,16,0 days 00:01:37.287000,39,,,0 days 00:00:31.103000,0 days 00:00:42.564000,0 days 00:00:23.620000,0 days 02:06:16.909000,0 days 02:06:59.473000,0 days 02:07:23.093000,229.0,248.0,282.0,304.0,False,HARD,6.0,True,3,0 days 02:05:45.806000,Ferrari,LEC,1,True,2023-03-05 16:06:47.655,1,Bahrain Grand Prix
0 days 01:04:25.134000,81,,1,0 days 00:24:45.443000,,,0 days 00:00:45.783000,0 days 00:00:24.952000,,0 days 01:04:00.244000,0 days 01:04:25.134000,231.0,247.0,280.0,250.0,False,SOFT,1.0,True,1,0 days 01:02:36.652000,McLaren,PIA,2,False,2023-03-05 15:03:38.501,1,Bahrain Grand Prix
0 days 01:06:05.964000,81,0 days 00:01:40.830000,2,,,0 days 00:00:32.185000,0 days 00:00:43.977000,0 days 00:00:24.668000,0 days 01:04:57.319000,0 days 01:05:41.296000,0 days 01:06:05.964000,233.0,243.0,281.0,304.0,False,SOFT,2.0,True,1,0 days 01:04:25.134000,McLaren,PIA,2,True,2023-03-05 15:05:26.983,1,Bahrain Grand Prix
0 days 01:07:46.655000,81,0 days 00:01:40.691000,3,,,0 days 00:00:31.877000,0 days 00:00:43.986000,0 days 00:00:24.828000,0 days 01:06:37.841000,0 days 01:07:21.827000,0 days 01:07:46.655000,232.0,242.0,285.0,302.0,True,SOFT,3.0,True,1,0 days 01:06:05.964000,McLaren,PIA,1,True,2023-03-05 15:07:07.813,1,Bahrain Grand Prix
0 days 01:09:27.373000,81,0 days 00:01:40.718000,4,,,0 days 00:00:31.831000,0 days 00:00:44.079000,0 days 00:00:24.808000,0 days 01:08:18.486000,0 days 01:09:02.565000,0 days 01:09:27.373000,227.0,244.0,281.0,327.0,False,SOFT,4.0,True,1,0 days 01:07:46.655000,McLaren,PIA,1,True,2023-03-05 15:08:48.504,1,Bahrain Grand Prix
0 days 01:11:08.235000,81,0 days 00:01:40.862000,5,,,0 days 00:00:31.846000,0 days 00:00:44.060000,0 days 00:00:24.956000,0 days 01:09:59.219000,0 days 01:10:43.279000,0 days 01:11:08.235000,228.0,232.0,284.0,309.0,False,SOFT,5.0,True,1,0 days 01:09:27.373000,McLaren,PIA,1,True,2023-03-05 15:10:29.222,1,Bahrain Grand Prix
0 days 01:12:49.346000,81,0 days 00:01:41.111000,6,,,0 days 00:00:31.694000,0 days 00:00:44.425000,0 days 00:00:24.992000,0 days 01:11:39.929000,0 days 01:12:24.354000,0 days 01:12:49.346000,223.0,241.0,284.0,317.0,False,SOFT,6.0,True,1,0 days 01:11:08.235000,McLaren,PIA,1,True,2023-03-05 15:12:10.084,1,Bahrain Grand Prix
0 days 01:14:30.513000,81,0 days 00:01:41.167000,7,,,0 days 00:00:31.716000,0 days 00:00:44.471000,0 days 00:00:24.980000,0 days 01:13:21.062000,0 days 01:14:05.533000,0 days 01:14:30.513000,226.0,230.0,284.0,320.0,False,SOFT,7.0,True,1,0 days 01:12:49.346000,McLaren,PIA,1,True,2023-03-05 15:13:51.195,1,Bahrain Grand Prix
0 days 01:16:11.808000,81,0 days 00:01:41.295000,8,,,0 days 00:00:31.665000,0 days 00:00:44.590000,0 days 00:00:25.040000,0 days 01:15:02.178000,0 days 01:15:46.768000,0 days 01:16:11.808000,225.0,230.0,283.0,318.0,False,SOFT,8.0,True,1,0 days 01:14:30.513000,McLaren,PIA,1,True,2023-03-05 15:15:32.362,1,Bahrain Grand Prix
0 days 01:17:53.342000,81,0 days 00:01:41.534000,9,,,0 days 00:00:31.989000,0 days 00:00:44.548000,0 days 00:00:24.997000,0 days 01:16:43.797000,0 days 01:17:28.345000,0 days 01:17:53.342000,223.0,230.0,283.0,315.0,False,SOFT,9.0,True,1,0 days 01:16:11.808000,McLaren,PIA,1,True,2023-03-05 15:17:13.657,1,Bahrain Grand Prix
0 days 01:19:34.926000,81,0 days 00:01:41.584000,10,,,0 days 00:00:31.779000,0 days 00:00:44.617000,0 days 00:00:25.188000,0 days 01:18:25.121000,0 days 01:19:09.738000,0 days 01:19:34.926000,225.0,245.0,288.0,309.0,False,SOFT,10.0,True,1,0 days 01:17:53.342000,McLaren,PIA,1,True,2023-03-05 15:18:55.191,1,Bahrain Grand Prix
0 days 01:21:16.278000,81,0 days 00:01:41.352000,11,,,0 days 00:00:31.894000,0 days 00:00:44.557000,0 days 00:00:24.901000,0 days 01:20:06.820000,0 days 01:20:51.377000,0 days 01:21:16.278000,222.0,240.0,277.0,315.0,False,SOFT,11.0,True,1,0 days 01:19:34.926000,McLaren,PIA,1,True,2023-03-05 15:20:36.775,1,Bahrain Grand Prix
